name,coinName,symbol,proofType,url,algorithm,summary,lifespan,founder,durl
UFO,UFO Coin,UFO,PoW,/coins/ufo/overview,NeoScrypt,,,,,
UFR,Upfiring,UFR,N/A,/coins/ufr/overview,N/A,,,,,
DEB,Debitum Token,DEB,N/A,/coins/deb/overview,N/A,,,,,
DEA,Degas Coin,DEA,PoW/PoS,/coins/dea/overview,Scrypt,,,,,
WILD,Wild Crypto,WILD,N/A,/coins/wild/overview,N/A,,,,,
UFT,ufoodo,UFT,N/A,/coins/uft/overview,N/A,,,,,
OATH,OATH Protocol,OATH,N/A,/coins/oath/overview,N/A,,,,,
DEC,Darico,DEC,N/A,/coins/dec/overview,N/A,,,,,
LUN,Lunyr,LUN,N/A,/coins/lun/overview,N/A,,,,,
LUM,Illuminates,LUM,N/A,/coins/lum/overview,N/A,,,,,
OS76,OsmiumCoin,OS76,PoW,/coins/os76/overview,Scrypt,,,,,
DAVP,Davion,DAVP,N/A,/coins/davp/overview,N/A,,,,,
DEI,Deimos,DEI,PoW,/coins/dei/overview,Scrypt,,,,,
DEL,DelChain,DEL,DPoS,/coins/del/overview,N/A,,,,,
LUT,Cinemadrom,LUT,N/A,/coins/lut/overview,N/A,,,,,
BITTO,BITTO,BITTO,N/A,/coins/bitto/overview,N/A,,,,,
DEM,eMark,DEM,PoW/PoS,/coins/dem/overview,SHA-256,,,,,
LUX,LUXCoin,LUX,PoW/PoS,/coins/lux/overview,PHI1612,,,,,
DEP,DEAPCOIN,DEP,N/A,/coins/dep/overview,N/A,,,,,
UGC,ugChain,UGC,N/A,/coins/ugc/overview,N/A,,,,,
BTCRY,BitCrystal,BTCRY,N/A,/coins/btcry/overview,N/A,,,,,
DEQ,Dequant,DEQ,PoS,/coins/deq/overview,Quark,,,,,
DES,Destiny,DES,PoW/PoS,/coins/des/overview,Scrypt,,,,,
DEV,Deviant Coin,DEV,PoS,/coins/dev/overview,PoS,,,,,
PULSE,Pulse,PULSE,PoS,/coins/pulse/overview,SHA-256D,,,,,
DEX,DEX,DEX,N/A,/coins/dex/overview,N/A,,,,,
LVG,Leverage Coin,LVG,N/A,/coins/lvg/overview,N/A,,,,,
COTI,COTI,COTI,N/A,/coins/coti/overview,N/A,,,,,
BUBO,Budbo,BUBO,N/A,/coins/bubo/overview,N/A,,,,,
CREDIT,Credit,CREDIT,PoW/PoS,/coins/credit/overview,Scrypt,,,,,
GBPX,eToro Pound Sterling,GBPX,N/A,/coins/gbpx/overview,N/A,,,,,
UGT,Universal Games Token,UGT,N/A,/coins/ugt/overview,N/A,,,,,
AIPE,AI Prediction Ecosystem,AIPE,N/A,/coins/aipe/overview,N/A,,,,,
LVN,LivenPay,LVN,N/A,/coins/lvn/overview,N/A,,,,,
COVA,COVA,COVA,N/A,/coins/cova/overview,N/A,,,,,
HETA,HetaChain,HETA,N/A,/coins/heta/overview,N/A,,,,,
YOUC,YOUengine,YOUC,N/A,/coins/youc/overview,N/A,,,,,
BLRY,BillaryCoin,BLRY,PoW/PoS,/coins/blry/overview,Scrypt,,,,,
LVX,Level01,LVX,N/A,/coins/lvx/overview,N/A,,,,,
DFP,Digital Fund Coin,DFP,N/A,/coins/dfp/overview,N/A,,,,,
DFS,Digital Fantasy Sports,DFS,N/A,/coins/dfs/overview,N/A,,,,,
DFT,Draftcoin,DFT,PoS,/coins/dft/overview,Scrypt,,,,,
LIPC,LIpcoin,LIPC,PoW,/coins/lipc/overview,Scrypt,,,,,
AIOT,AIOT Token,AIOT,N/A,/coins/aiot/overview,N/A,,,,,
1211,BYD Company Limited,1211,N/A,/coins/1211/overview,N/A,,,,,
AION,Aion,AION,PoW/PoS,/coins/aion/overview,Equihash210,9,,,,,
LWF,Local World Forwarders,LWF,DPoS,/coins/lwf/overview,DPoS,,,,,
THANKS,Thx!,THX!,N/A,/coins/thanks/overview,N/A,,,,,
DGB,DigiByte,DGB,PoW,/coins/dgb/overview,Multiple,,,,,
DGD,Digix DAO,DGD,N/A,/coins/dgd/overview,N/A,,,,,
YOYOW,Yoyow,YOYOW,N/A,/coins/yoyow/overview,N/A,,,,,
DGC,Digitalcoin,DGC,PoW,/coins/dgc/overview,Scrypt,,,,,
WINE,WineCoin,WINE,PoW/PoS,/coins/wine/overview,Scrypt,,,,,
BLTG,Block-Logic,BLTG,PoW,/coins/bltg/overview,Scrypt,,,,,
DAXX,DaxxCoin,DAXX,PoW,/coins/daxx/overview,Ethash,,,,,
AC,Asia Coin,AC,PoS,/coins/ac/overview,Scrypt,,,,,
LINX,Linx,LINX,PoW,/coins/linx/overview,Scrypt,,,,,
AE,Aeternity,AE,PoW/PoS,/coins/ae/overview,N/A,,,,,
UTIL,Utility Coin,UTIL,PoW/PoS,/coins/util/overview,X13,,,,,
ARBI,Arbi,ARBI,N/A,/coins/arbi/overview,Ethash,,,,,
WINK,Wink,WINK,PoS,/coins/wink/overview,PoS,,,,,
SERA,Seraph,SERA,PoW/PoS,/coins/sera/overview,PHI1612,,,,,
SERO,Super Zero,SERO,PoW,/coins/sero/overview,Ethash,,,,,
DGN,Diagon,DGN,N/A,/coins/dgn/overview,N/A,,,,,
DGM,DigiMoney,DGM,PoW/PoS,/coins/dgm/overview,X11,,,,,
EXCHBULL,3X Long Exchange Token Index Token,EXCHBULL,N/A,/coins/exchbull/overview,N/A,,,,,
AM,AeroMe,AM,PoW/PoS,/coins/am/overview,X13,,,,,
SERV,Serve,SERV,N/A,/coins/serv/overview,N/A,,,,,
WINT,WinToken,WINT,N/A,/coins/wint/overview,N/A,,,,,
SDC.CUR,SmileDirectClub Inc,SDC.CUR,N/A,/coins/sdccur/overview,N/A,,,,,
B3,B3 Coin,B3,PoW/PoS,/coins/b3/overview,X11,,,,,
AS,AmaStar,AS,N/A,/coins/as/overview,N/A,,,,,
AT,AWARE,AT,N/A,/coins/at/overview,N/A,,,,,
DGX,Digix Gold token,DGX,N/A,/coins/dgx/overview,N/A,,,,,
AV,Avatar Coin,AV,PoS,/coins/av/overview,PoS,,,,,
LXC,LibrexCoin,LXC,PoW/PoS,/coins/lxc/overview,X11,,,,,
MANNA,Manna,MANNA,PoW,/coins/manna/overview,SHA-256,,,,,
CRAVE,CraveCoin,CRAVE,PoW/PoS,/coins/crave/overview,Scrypt,,,,,
AX,AlphaX,AX,PoS,/coins/ax/overview,Scrypt,,,,,
AZ,Azbit,AZ,N/A,/coins/az/overview,N/A,,,,,
ARAW,Araw,ARAW,N/A,/coins/araw/overview,N/A,,,,,
UIN,Alliance Chain,UIN,N/A,/coins/uin/overview,N/A,,,,,
UIP,UnlimitedIP,UIP,N/A,/coins/uip/overview,N/A,,,,,
UIS,Unitus,UIS,PoW,/coins/uis/overview,Multiple,,,,,
B@,BankCoin,B@,N/A,/coins/b/overview,N/A,,,,,
REDCO,Redcoin,REDCO,PoW,/coins/redco/overview,Scrypt,,,,,
WINS,WinStars,WINS,N/A,/coins/wins/overview,N/A,,,,,
LION,CoinLion,LION,N/A,/coins/lion/overview,N/A,,,,,
BC,Beverage.cash,BC,N/A,/coins/bc/overview,N/A,,,,,
ARCO,AquariusCoin,ARCO,PoW/PoS,/coins/arco/overview,Scrypt,,,,,
BF,BitForex Token,BF,N/A,/coins/bf/overview,N/A,,,,,
BLUE,Ethereum Blue,BLUE,N/A,/coins/blue/overview,N/A,,,,,
AIRE,Tokenaire,AIRE,N/A,/coins/aire/overview,N/A,,,,,
ARCH,ArchCoin,ARCH,PoS,/coins/arch/overview,Scrypt,,,,,
LXT,LITEX,LXT,N/A,/coins/lxt/overview,N/A,,,,,
BM,BitMoon,BM,PoS,/coins/bm/overview,X13,,,,,
GSTT,GSTT,GSTT,N/A,/coins/gstt/overview,N/A,,,,,
C2,Coin.2,C2,PoW/PoS,/coins/c2/overview,Scrypt,,,,,
BQ,Bitqy,BQ,N/A,/coins/bq/overview,N/A,,,,,
XDE2,XDE II,XDE2,PoS,/coins/xde2/overview,SHA-256,,,,,
BS,BlackShadowCoin,BS,PoW/PoS,/coins/bs/overview,X11,,,,,
DHT,DeHedge Token,DHT,N/A,/coins/dht/overview,N/A,,,,,
BT,BuildTeam,BT,N/A,/coins/bt/overview,N/A,,,,,
ORIGIN,Origin Foundation,ORIGIN,N/A,/coins/origin/overview,N/A,,,,,
BU,BUMO,BU,N/A,/coins/bu/overview,N/A,,,,,
BLTV,BLTV Token,BLTV,N/A,/coins/bltv/overview,N/A,,,,,
LYB,LyraBar,LYB,PoW/PoS,/coins/lyb/overview,Lyra2RE,,,,,
LYC,LycanCoin,LYC,PoW,/coins/lyc/overview,Scrypt,,,,,
BZ,Bit-Z,BZ,N/A,/coins/bz/overview,N/A,,,,,
ALTBEAR,3X Short Altcoin Index Token,ALTBEAR,N/A,/coins/altbear/overview,N/A,,,,,
XUEZ,XUEZ,XUEZ,N/A,/coins/xuez/overview,XEVAN,,,,,
ARBT,ARBITRAGE,ARBT,N/A,/coins/arbt/overview,N/A,,,,,
LYL,LoyalCoin,LYL,N/A,/coins/lyl/overview,N/A,,,,,
LYK,Loyakk Vega,LYK,N/A,/coins/lyk/overview,N/A,,,,,
CB,COINBIG,CB,N/A,/coins/cb/overview,N/A,,,,,
CC,CyberCoin,CC,PoW/PoS,/coins/cc/overview,Scrypt,,,,,
CSMIC,Cosmic,CSMIC,PoW/PoS,/coins/csmic/overview,SHA-256D,,,,,
SETH,Sether,SETH,N/A,/coins/seth/overview,N/A,,,,,
LYN,LYNCHPIN Token,LYN,N/A,/coins/lyn/overview,N/A,,,,,
YOVI,YobitVirtualCoin,YOVI,PoS,/coins/yovi/overview,SHA-256,,,,,
LYM,Lympo,LYM,N/A,/coins/lym/overview,N/A,,,,,
SETI,Sapien Wallet,SETI,N/A,/coins/seti/overview,N/A,,,,,
ARDR,Ardor,ARDR,PoS,/coins/ardr/overview,N/A,,,,,
CF,Californium,CF,PoW,/coins/cf/overview,SHA-256,,,,,
DIG,Dignity,DIG,N/A,/coins/dig/overview,N/A,,,,,
LIPS,LipChain,LIPS,N/A,/coins/lips/overview,N/A,,,,,
MDCL,Medicalchain,MDCL,N/A,/coins/mdcl/overview,N/A,,,,,
CJ,CryptoJacks,CJ,PoW/PoS,/coins/cj/overview,X13,,,,,
ORYX,OryxCoin,ORYX,N/A,/coins/oryx/overview,N/A,,,,,
XDCE,XinFin Coin,XDCE,N/A,/coins/xdce/overview,N/A,,,,,
DIN,Dinero,DIN,PoW,/coins/din/overview,NeoScrypt,,,,,
TCHTRX,ThoreCashTRX,TCHTRX,N/A,/coins/tchtrx/overview,N/A,,,,,
DIM,DIMCOIN,DIM,N/A,/coins/dim/overview,N/A,,,,,
CL,CoinLancer,CL,N/A,/coins/cl/overview,N/A,,,,,
DIP,Etherisc,DIP,N/A,/coins/dip/overview,N/A,,,,,
MLTC,MultiWallet Coin,MLTC,PoW/PoS,/coins/mltc/overview,X11,,,,,
DIO,Decimated,DIO,N/A,/coins/dio/overview,N/A,,,,,
SNET,Snetwork,SNET,N/A,/coins/snet/overview,N/A,,,,,
GBRC,GBR Coin,GBRC,PoW,/coins/gbrc/overview,Scrypt,,,,,
CP,CryptoProfile,CP,N/A,/coins/cp/overview,N/A,,,,,
DIT,Ditcoin,DIT,PoW,/coins/dit/overview,CryptoNight,,,,,
KARMA,Karma,KARMA,N/A,/coins/karma/overview,N/A,,,,,
DIS,DiscoveryIoT,DIS,N/A,/coins/dis/overview,N/A,,,,,
CR,CryptoRiyal,CR,N/A,/coins/cr/overview,N/A,,,,,
UKG,UnikoinGold,UKG,N/A,/coins/ukg/overview,N/A,,,,,
AIRX,Aircoins,AIRX,N/A,/coins/airx/overview,N/A,,,,,
CV,CarVertical,CV,N/A,/coins/cv/overview,N/A,,,,,
DIW,DIWtoken,DIW,N/A,/coins/diw/overview,N/A,,,,,
AIRT,Aircraft,AIRT,N/A,/coins/airt/overview,N/A,,,,,
SETS,Sensitrust,SETS,N/A,/coins/sets/overview,N/A,,,,,
ARCT,ArbitrageCT,ARCT,N/A,/coins/arct/overview,N/A,,,,,
DB,DarkBit,DB,PoW/PoS,/coins/db/overview,Scrypt,,,,,
EMPH,Emphy,EMPH,N/A,/coins/emph/overview,N/A,,,,,
UTNP,Universa,UTNP,N/A,/coins/utnp/overview,N/A,,,,,
HEXC,HexCoin,HEXC,PoW,/coins/hexc/overview,Scrypt,,,,,
WISC,WisdomCoin,WISC,PoW/PoS,/coins/wisc/overview,Scrypt,,,,,
EMPR,empowr,EMPR,N/A,/coins/empr/overview,N/A,,,,,
AREI,Aurei,AREI,N/A,/coins/arei/overview,N/A,,,,,
DP,DigitalPrice,DP,PoW,/coins/dp/overview,X11,,,,,
WISH,MyWish,WISH,N/A,/coins/wish/overview,N/A,,,,,
DT,DarkToken,DT,PoW/PoS,/coins/dt/overview,NIST5,,,,,
KOBO,KoboCoin,KOBO,PoW/PoS,/coins/kobo/overview,X15,,,,,
DX,DxChain Token,DX,N/A,/coins/dx/overview,N/A,,,,,
EA,EagleCoin,EA,PoW,/coins/ea/overview,SHA-256,,,,,
DKD,Dekado,DKD,PoS,/coins/dkd/overview,X15,,,,,
ULT,Ultiledger,ULT,N/A,/coins/ult/overview,N/A,,,,,
DKC,DarkKnightCoin,DKC,PoW/PoS,/coins/dkc/overview,Scrypt,,,,,
EC,Echoin,EC,N/A,/coins/ec/overview,N/A,,,,,
AREPA,Arepacoin,AREPA,N/A,/coins/arepa/overview,Scrypt,,,,,
PMNT,Paymon,PMNT,N/A,/coins/pmnt/overview,N/A,,,,,
ZAZA,ZAZA,ZAZA,N/A,/coins/zaza/overview,N/A,,,,,
LABX,Stakinglab,LABX,N/A,/coins/labx/overview,Quark,,,,,
EM,Eminer,EM,N/A,/coins/em/overview,N/A,,,,,
UMC,Umbrella Coin,UMC,N/A,/coins/umc/overview,N/A,,,,,
GBTC,GigTricks,GBTC,N/A,/coins/gbtc/overview,N/A,,,,,
EQ,EQUI,EQ,N/A,/coins/eq/overview,N/A,,,,,
EMOT,Sentigraph.io,EMOT,N/A,/coins/emot/overview,N/A,,,,,
ES,Era Swap Token,ES,N/A,/coins/es/overview,N/A,,,,,
LEPEN,LePenCoin,LEPEN,PoS,/coins/lepen/overview,SHA-256,,,,,
ET,ENDO,ET,N/A,/coins/et/overview,N/A,,,,,
UMK,UMKA,UMK,N/A,/coins/umk/overview,N/A,,,,,
UMO,Universal Molecule,UMO,PoW,/coins/umo/overview,Blake,,,,,
AITT,AITrading,AITT,N/A,/coins/aitt/overview,N/A,,,,,
DLA,Dolla,DLA,Consortium,/coins/dla/overview,N/A,,,,,
RBTC,Smart Bitcoin,RBTC,PoW,/coins/rbtc/overview,SHA-256,,,,,
WABI,WABI,WABI,N/A,/coins/wabi/overview,N/A,,,,,
DLC,DollarCoin,DLC,PoW,/coins/dlc/overview,SHA-256,,,,,
NGIN,Ngin,NGIN,PoW,/coins/ngin/overview,M00N,,,,,
EMPC,EmporiumCoin,EMPC,PoW/PoS,/coins/empc/overview,X11,,,,,
FC,Facecoin,FC,N/A,/coins/fc/overview,N/A,,,,,
COZP,COZPlus,COZP,N/A,/coins/cozp/overview,N/A,,,,,
CGLD,Celo Gold,CGLD,N/A,/coins/cgld/overview,N/A,,,,,
FK,FK Coin,FK,N/A,/coins/fk/overview,N/A,,,,,
DLO,Delio,DLO,N/A,/coins/dlo/overview,N/A,,,,,
UNB,UnbreakableCoin,UNB,PoW,/coins/unb/overview,SHA-256,,,,,
32BIT,32Bitcoin,32BIT,PoW/PoS,/coins/32bit/overview,X11,,,,,
FN,Filenet,FN,N/A,/coins/fn/overview,N/A,,,,,
FO,FIBOS,FO,N/A,/coins/fo/overview,N/A,,,,,
UND,United Network Distribution,UND,N/A,/coins/und/overview,N/A,,,,,
UNC,UnCoin,UNC,N/A,/coins/unc/overview,X11,,,,,
DLR,DollarOnline,DLR,PoW/PoS,/coins/dlr/overview,X11,,,,,
UNF,Unfed Coin,UNF,PoW,/coins/unf/overview,Scrypt,,,,,
DLT,Agrello Delta,DLT,N/A,/coins/dlt/overview,N/A,,,,,
VOCO,Provoco,VOCO,N/A,/coins/voco/overview,N/A,,,,,
EMRX,Emirex Token,EMRX,N/A,/coins/emrx/overview,N/A,,,,,
LIVE,Live Stars,LIVE,N/A,/coins/live/overview,N/A,,,,,
UNI,Universe,UNI,PoS,/coins/uni/overview,Scrypt,,,,,
DLX,DAppLinks,DLX,N/A,/coins/dlx/overview,N/A,,,,,
FX,FCoin,FX,PoW/PoS,/coins/fx/overview,Scrypt,,,,,
W.CUR,Wayfair Cl A,W.CUR,N/A,/coins/wcur/overview,N/A,,,,,
UNO,Unobtanium,UNO,PoW,/coins/uno/overview,SHA-256,,,,,
DMD,Diamond,DMD,PoW/PoS,/coins/dmd/overview,Groestl,,,,,
GB,GoldBlocks,GB,PoW/PoS,/coins/gb/overview,X11,,,,,
DMC,Dream21,DMC,N/A,/coins/dmc/overview,N/A,,,,,
GC,Gric Coin,GC,N/A,/coins/gc/overview,N/A,,,,,
UNX,UNEOX,UNX,N/A,/coins/unx/overview,N/A,,,,,
GE,GEchain,GE,N/A,/coins/ge/overview,N/A,,,,,
DML,Decentralized Machine Learning,DML,N/A,/coins/dml/overview,N/A,,,,,
PGF7T,PGF500,PGF7T,N/A,/coins/pgf7t/overview,N/A,,,,,
SNIP,LyrnAI,SNIP,N/A,/coins/snip/overview,N/A,,,,,
GO,GoChain,GO,N/A,/coins/go/overview,N/A,,,,,
GP,GoldPieces,GP,PoW/PoS,/coins/gp/overview,X11,,,,,
DMT,DMarket,DMT,N/A,/coins/dmt/overview,N/A,,,,,
DMS,Documentchain,DMS,N/A,/coins/dms/overview,N/A,,,,,
STASH,BitStash,STASH,N/A,/coins/stash/overview,N/A,,,,,
GT,Gatechain Token,GT,N/A,/coins/gt/overview,N/A,,,,,
XDGB,DigitalBits,XDGB,N/A,/coins/xdgb/overview,N/A,,,,,
DN8,Pldgr,DN8,N/A,/coins/dn8/overview,N/A,,,,,
GME.CUR,Gamestop,GME.CUR,N/A,/coins/gmecur/overview,N/A,,,,,
GX,GameX,GX,N/A,/coins/gx/overview,N/A,,,,,
WADS,AdsByWiFi,WADS,N/A,/coins/wads/overview,N/A,,,,,
TRAXIA,Traxia Membership Token,TRAXIA,N/A,/coins/traxia/overview,N/A,,,,,
DNA,EncrypGen,DNA,N/A,/coins/dna/overview,N/A,,,,,
UOS,UOS,UOS,DPoI,/coins/uos/overview,SHA-256,,,,,
START,StartCoin,START,PoW,/coins/start/overview,X11,,,,,
HB,HeartBout,HB,N/A,/coins/hb/overview,N/A,,,,,
HC,HyperCash,HC,PoW/PoS,/coins/hc/overview,N/A,,,,,
UTPL,Utopialand,UTPL,N/A,/coins/utpl/overview,N/A,,,,,
WAGE,Digiwage,WAGE,PoS,/coins/wage/overview,Quark,,,,,
MOOND,Dark Moon,MOOND,PoW/PoS,/coins/moond/overview,Scrypt,,,,,
DNO,Denaro,DNO,N/A,/coins/dno/overview,N/A,,,,,
DNN,DNN Token,DNN,N/A,/coins/dnn/overview,N/A,,,,,
DNT,district0x,DNT,N/A,/coins/dnt/overview,N/A,,,,,
HT,Huobi Token,HT,N/A,/coins/ht/overview,N/A,,,,,
BULL,3X Long Bitcoin Token,BULL,N/A,/coins/bull/overview,N/A,,,,,
HZ,Horizon,HZ,PoS,/coins/hz/overview,N/A,,,,,
PMTN,Peer Mountain,PMTN,N/A,/coins/pmtn/overview,N/A,,,,,
UPP,Sentinel Protocol,UPP,N/A,/coins/upp/overview,N/A,,,,,
UPT,Universal Protocol Token,UPT,N/A,/coins/upt/overview,N/A,,,,,
DOC,Dochain,DOC,N/A,/coins/doc/overview,N/A,,,,,
IC,Ignition,IC,PoW/PoS,/coins/ic/overview,Scrypt,,,,,
ID,TrigID,ID,N/A,/coins/id/overview,N/A,,,,,
UPX,uPlexa,UPX,PoW,/coins/upx/overview,CryptoNight,,,,,
IG1,IG Token,IG,N/A,/coins/ig1/overview,N/A,,,,,
BOONS,BOONSCoin,BOONS,N/A,/coins/boons/overview,N/A,,,,,
DON,DonationCoin,DON,PoW,/coins/don/overview,Scrypt,,,,,
300F,300FIT,300F,N/A,/coins/300f/overview,N/A,,,,,
IN,InCoin,IN,PoW/PoS,/coins/in/overview,X11,,,,,
UQC,Uquid Coin,UQC,N/A,/coins/uqc/overview,N/A,,,,,
DOR,Dorado,DOR,N/A,/coins/dor/overview,Ethash,,,,,
DOT,Dotcoin,DOT,PoW,/coins/dot/overview,Scrypt,,,,,
IQ,Everipedia,IQ,N/A,/coins/iq/overview,N/A,,,,,
DOS,DOS Network,DOS,N/A,/coins/dos/overview,N/A,,,,,
DOV,DOVU,DOV,N/A,/coins/dov/overview,N/A,,,,,
SOLAN,Solana,SOLAN,N/A,/coins/solan/overview,N/A,,,,,
US100.CUR,Nasdaq 100 Index,US100.CUR,N/A,/coins/us100cur/overview,N/A,,,,,
IW,iWallet,IW,PoW/PoS,/coins/iw/overview,X11,,,,,
MAC,MachineCoin,MAC,PoW,/coins/mac/overview,Time Travel,,,,,
IX,X-Block,IX,N/A,/coins/ix/overview,N/A,,,,,
EVED,Evedo,EVED,N/A,/coins/eved/overview,N/A,,,,,
LCASH,LitecoinCash,LCASH,N/A,/coins/lcash/overview,N/A,,,,,
MAG,Magnet,MAG,PoW/PoS,/coins/mag/overview,X11,,,,,
BERRY,Rentberry,BERRY,N/A,/coins/berry/overview,N/A,,,,,
MAI,Mindsync,MAI,N/A,/coins/mai/overview,N/A,,,,,
GBXT,Globitex Token,GBXT,N/A,/coins/gbxt/overview,N/A,,,,,
404,404Coin,404,PoW/PoS,/coins/404/overview,Scrypt,,,,,
JC,JesusCoin,JC,N/A,/coins/jc/overview,N/A,,,,,
SKYFT,SKYFchain,SKYFT,N/A,/coins/skyft/overview,N/A,,,,,
MAN,People,MAN,PoW,/coins/man/overview,Scrypt,,,,,
OMEGA,OMEGA,OMEGA,N/A,/coins/omega/overview,X11,,,,,
MAP,MarcoPolo Protocol,MAP,N/A,/coins/map/overview,N/A,,,,,
MAS,Midas Protocol,MAS,N/A,/coins/mas/overview,N/A,,,,,
EVER,EverLife.AI,EVER,N/A,/coins/ever/overview,N/A,,,,,
ASAFE2,Allsafe,ASAFE2,PoS,/coins/asafe2/overview,Quark,,,,,
RCOIN,RCoin,RCOIN,N/A,/coins/rcoin/overview,SHA-256,,,,,
MAT,MiniApps,MAT,PoW,/coins/mat/overview,N/A,,,,,
MB8,MB8 Coin,MB8,PoS,/coins/mb8/overview,X11,,,,,
PLURA,PluraCoin,PLURA,PoW,/coins/plura/overview,CryptoNight,,,,,
DPN,DIPNET,DPN,N/A,/coins/dpn/overview,N/A,,,,,
MAY,Theresa May Coin,MAY,PoW/PoS,/coins/may/overview,SHA-256,,,,,
URB,Urbit Data,URB,N/A,/coins/urb/overview,N/A,,,,,
MAX,MaxCoin,MAX,PoW/PoS,/coins/max/overview,SHA3,,,,,
DPP,Digital Assets Power Play,DPP,N/A,/coins/dpp/overview,N/A,,,,,
PLANET,PlanetCoin,PLANET,PoW/PoS,/coins/planet/overview,Scrypt,,,,,
DPT,Diamond Platform Token,DPT,N/A,/coins/dpt/overview,N/A,,,,,
DPY,Delphy,DPY,N/A,/coins/dpy/overview,N/A,,,,,
ULED,Ledder,ULED,N/A,/coins/uled/overview,N/A,,,,,
URP,Universal Reward Protocol,URP,PoW,/coins/urp/overview,N/A,,,,,
URO,UroCoin,URO,PoW,/coins/uro/overview,X11,,,,,
MBI,Monster Byte Inc,MBI,N/A,/coins/mbi/overview,N/A,,,,,
MBL,MovieBloc,MBL,N/A,/coins/mbl/overview,N/A,,,,,
URT,Universal Recognition Token,URT,N/A,/coins/urt/overview,N/A,,,,,
E2C,Electronic Energy Coin,E2C,N/A,/coins/e2c/overview,N/A,,,,,
BDLR,GOVEARN,BDLR,N/A,/coins/bdlr/overview,N/A,,,,,
KC,Kernalcoin,KC,PoW,/coins/kc/overview,SHA-256,,,,,
MBM,MobileBridge Momentum,MBM,N/A,/coins/mbm/overview,N/A,,,,,
URX,URANIUMX,URX,N/A,/coins/urx/overview,Argon2d,,,,,
PLUS1,PlusOneCoin,PLUS1,PoW,/coins/plus1/overview,HMQ1725,,,,,
ARENA,Arena,ARENA,N/A,/coins/arena/overview,N/A,,,,,
SPORTG,SportGift,SPORTG,N/A,/coins/sportg/overview,N/A,,,,,
MBT,Multibot,MBT,N/A,/coins/mbt/overview,N/A,,,,,
USC,Ultimate Secure Cash,USC,PoS,/coins/usc/overview,SHA-256,,,,,
USE,Usechain Token,USE,N/A,/coins/use/overview,N/A,,,,,
KR,Krypton,KR,PoW,/coins/kr/overview,Scrypt,,,,,
KT,Kuai Token,KT,N/A,/coins/kt/overview,N/A,,,,,
MCC,Magic Cube Coin,MCC,N/A,/coins/mcc/overview,N/A,,,,,
MCB,MyCryptoBank,MCB,N/A,/coins/mcb/overview,N/A,,,,,
DRA,DraculaCoin,DRA,PoW,/coins/dra/overview,Scrypt,,,,,
MCI,Musiconomi,MCI,N/A,/coins/mci/overview,N/A,,,,,
MCH,Meconcash,MCH,N/A,/coins/mch/overview,N/A,,,,,
USD-N,Neutrino,USD-N,N/A,/coins/usd-n/overview,N/A,,,,,
DRC,Dropcoin,DRC,PoS,/coins/drc/overview,N/A,,,,,
LA,LATOKEN,LA,N/A,/coins/la/overview,N/A,,,,,
LC,Lutetium Coin,LC,PoS,/coins/lc/overview,X11,,,,,
MCO,Crypto.com,MCO,N/A,/coins/mco/overview,N/A,,,,,
DRG,Dragon Coin,DRG,N/A,/coins/drg/overview,N/A,,,,,
MCN,mCoin,MCN,N/A,/coins/mcn/overview,N/A,,,,,
DRF,Drife,DRF,N/A,/coins/drf/overview,N/A,,,,,
CPAY,CryptoPay,CPAY,N/A,/coins/cpay/overview,N/A,,,,,
USX,Unified Society USDEX,USX,PoW/PoS,/coins/usx/overview,Scrypt,,,,,
MCU,MediChain,MCU,N/A,/coins/mcu/overview,N/A,,,,,
MCT,1717 Masonic Commemorative Token,MCT,PoS,/coins/mct/overview,Ethash,,,,,
LK,Liker,LK,N/A,/coins/lk/overview,N/A,,,,,
LM,LM Token,LM,N/A,/coins/lm/overview,N/A,,,,,
MCV,MCV Token,MCV,N/A,/coins/mcv/overview,N/A,,,,,
TICS,CargoConX,TICS,N/A,/coins/tics/overview,N/A,,,,,
LN,LINK,LN,N/A,/coins/ln/overview,N/A,,,,,
DRP,DCORP,DRP,N/A,/coins/drp/overview,N/A,,,,,
M1,SupplyShock,M1,PoW/PoS,/coins/m1/overview,X13,,,,,
DRS,Digital Rupees,DRS,PoS,/coins/drs/overview,Scrypt,,,,,
UTC,UltraCoin,UTC,PoW/PoS,/coins/utc/overview,Scrypt,,,,,
CRAIG,CraigsCoin,CRAIG,PoS,/coins/craig/overview,X11,,,,,
DRT,DomRaider,DRT,N/A,/coins/drt/overview,N/A,,,,,
UTH,Uther,UTH,PoW,/coins/uth/overview,Dagger,,,,,
LT,Loctite Assets Token,LT,N/A,/coins/lt/overview,N/A,,,,,
ARMR,ARMR,ARMR,N/A,/coins/armr/overview,N/A,,,,,
LALA,LaLa World,LALA,N/A,/coins/lala/overview,N/A,,,,,
ARMS,2Acoin,ARMS,PoW,/coins/arms/overview,CryptoNight-V7,,,,,
0xDIARY,The 0xDiary Token,0xDIARY,N/A,/coins/0xdiary/overview,N/A,,,,,
MDA,Moeda,MDA,N/A,/coins/mda/overview,N/A,,,,,
UTL,Utile Network,UTL,N/A,/coins/utl/overview,N/A,,,,,
LX,Moonlight,LX,N/A,/coins/lx/overview,N/A,,,,,
DRZ,Droidz,DRZ,PoW/PoS,/coins/drz/overview,QUAIT,,,,,
MDC,MedicCoin,MDC,PoW/PoS,/coins/mdc/overview,Scrypt,,,,,
